_id	quality	qualityColor	equipType	addAttack	addDefend	addAgility	addLuck	addBlood	addBloodPercent	addThew	addDamage	addSkin	sex	autoDirection	sAutoDirection	specialAction	radius	sRadius	expSe	power	bullet	icon	name	info	slot	avatar	typeName	userLevel	canBeRewarded	
1276	1	WHITE	135	0	36	51	20	0	0	0	0	36	FEMALE	0	0	0	0	0	0	62		Female_hair0012	翡翠●紫晶之恋	紫罗兰飘散着永恒之美	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s012" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s012" , "layer" : "hair_low"}]	127	60	true	
1277	1	WHITE	135	0	42	59	23	0	0	0	0	42	FEMALE	0	0	0	0	0	0	76		Female_hair0012	水晶●紫晶之恋	紫罗兰飘散着永恒之美	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s012" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s012" , "layer" : "hair_low"}]	127	70	true	
1278	1	WHITE	135	0	49	68	27	0	0	0	0	49	FEMALE	0	0	0	0	0	0	93		Female_hair0012	钻石●紫晶之恋	紫罗兰飘散着永恒之美	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s012" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s012" , "layer" : "hair_low"}]	127	80	true	
1279	1	WHITE	135	0	55	76	30	0	0	0	0	55	FEMALE	0	0	0	0	0	0	108		Female_hair0012	神圣●紫晶之恋	紫罗兰飘散着永恒之美	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s012" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s012" , "layer" : "hair_low"}]	127	90	true	
128	1	WHITE	139	0	82	109	164	0	0	0	0	82	FEMALE	0	0	0	0	0	0	192		Female_glass0010	钻石●游泳镜	戴上它，跳进大海吧	GLASSES	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_glasses_s010" , "layer" : "glasses"}]	12	80	true	
1280	1	WHITE	135	0	3	6	11	0	0	0	0	3	FEMALE	0	0	0	0	0	0	4		Female_hair0013	黑铁●洋娃娃	你也可以是漂亮的娃娃呦	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s013" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s013" , "layer" : "hair_low"}]	128	0	true	
1281	1	WHITE	135	0	4	10	18	0	0	0	0	4	FEMALE	0	0	0	0	0	0	5		Female_hair0013	青铜●洋娃娃	你也可以是漂亮的娃娃呦	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s013" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s013" , "layer" : "hair_low"}]	128	10	true	
1282	1	WHITE	135	0	7	20	37	0	0	0	0	7	FEMALE	0	0	0	0	0	0	10		Female_hair0013	赤钢●洋娃娃	你也可以是漂亮的娃娃呦	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s013" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s013" , "layer" : "hair_low"}]	128	20	true	
1283	1	WHITE	135	0	12	30	56	0	0	0	0	12	FEMALE	0	0	0	0	0	0	19		Female_hair0013	白银●洋娃娃	你也可以是漂亮的娃娃呦	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s013" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s013" , "layer" : "hair_low"}]	128	30	true	
1284	1	WHITE	135	0	16	41	75	0	0	0	0	16	FEMALE	0	0	0	0	0	0	27		Female_hair0013	黄金●洋娃娃	你也可以是漂亮的娃娃呦	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s013" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s013" , "layer" : "hair_low"}]	128	40	true	
1285	1	WHITE	135	0	21	51	94	0	0	0	0	21	FEMALE	0	0	0	0	0	0	37		Female_hair0013	琥珀●洋娃娃	你也可以是漂亮的娃娃呦	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s013" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s013" , "layer" : "hair_low"}]	128	50	true	
1286	1	WHITE	135	0	24	61	112	0	0	0	0	24	FEMALE	0	0	0	0	0	0	45		Female_hair0013	翡翠●洋娃娃	你也可以是漂亮的娃娃呦	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s013" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s013" , "layer" : "hair_low"}]	128	60	true	
1287	1	WHITE	135	0	28	71	131	0	0	0	0	28	FEMALE	0	0	0	0	0	0	55		Female_hair0013	水晶●洋娃娃	你也可以是漂亮的娃娃呦	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s013" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s013" , "layer" : "hair_low"}]	128	70	true	
1288	1	WHITE	135	0	33	82	150	0	0	0	0	33	FEMALE	0	0	0	0	0	0	69		Female_hair0013	钻石●洋娃娃	你也可以是漂亮的娃娃呦	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s013" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s013" , "layer" : "hair_low"}]	128	80	true	
1289	1	WHITE	135	0	36	92	169	0	0	0	0	36	FEMALE	0	0	0	0	0	0	79		Female_hair0013	神圣●洋娃娃	你也可以是漂亮的娃娃呦	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s013" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s013" , "layer" : "hair_low"}]	128	90	true	
129	1	WHITE	139	0	91	123	184	0	0	0	0	91	FEMALE	0	0	0	0	0	0	226		Female_glass0010	神圣●游泳镜	戴上它，跳进大海吧	GLASSES	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_glasses_s010" , "layer" : "glasses"}]	12	90	true	
1290	1	WHITE	135	0	4	4	12	0	0	0	0	4	FEMALE	0	0	0	0	0	0	5		Female_hair0014	黑铁●童话公主	我的王子，我们要相爱一世，幸福终老	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s014" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s014" , "layer" : "hair_low"}]	129	0	true	
1291	1	WHITE	135	0	6	6	20	0	0	0	0	6	FEMALE	0	0	0	0	0	0	8		Female_hair0014	青铜●童话公主	我的王子，我们要相爱一世，幸福终老	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s014" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s014" , "layer" : "hair_low"}]	129	10	true	
1292	1	WHITE	135	0	12	13	41	0	0	0	0	12	FEMALE	0	0	0	0	0	0	17		Female_hair0014	赤钢●童话公主	我的王子，我们要相爱一世，幸福终老	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s014" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s014" , "layer" : "hair_low"}]	129	20	true	
1293	1	WHITE	135	0	18	20	61	0	0	0	0	18	FEMALE	0	0	0	0	0	0	26		Female_hair0014	白银●童话公主	我的王子，我们要相爱一世，幸福终老	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s014" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s014" , "layer" : "hair_low"}]	129	30	true	
1294	1	WHITE	135	0	24	27	82	0	0	0	0	24	FEMALE	0	0	0	0	0	0	37		Female_hair0014	黄金●童话公主	我的王子，我们要相爱一世，幸福终老	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s014" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s014" , "layer" : "hair_low"}]	129	40	true	
1295	1	WHITE	135	0	30	34	102	0	0	0	0	30	FEMALE	0	0	0	0	0	0	48		Female_hair0014	琥珀●童话公主	我的王子，我们要相爱一世，幸福终老	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s014" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s014" , "layer" : "hair_low"}]	129	50	true	
1296	1	WHITE	135	0	36	41	123	0	0	0	0	36	FEMALE	0	0	0	0	0	0	61		Female_hair0014	翡翠●童话公主	我的王子，我们要相爱一世，幸福终老	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s014" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s014" , "layer" : "hair_low"}]	129	60	true	
1297	1	WHITE	135	0	42	47	143	0	0	0	0	42	FEMALE	0	0	0	0	0	0	74		Female_hair0014	水晶●童话公主	我的王子，我们要相爱一世，幸福终老	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s014" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s014" , "layer" : "hair_low"}]	129	70	true	
1298	1	WHITE	135	0	49	54	164	0	0	0	0	49	FEMALE	0	0	0	0	0	0	90		Female_hair0014	钻石●童话公主	我的王子，我们要相爱一世，幸福终老	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s014" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s014" , "layer" : "hair_low"}]	129	80	true	
1299	1	WHITE	135	0	55	61	184	0	0	0	0	55	FEMALE	0	0	0	0	0	0	105		Female_hair0014	神圣●童话公主	我的王子，我们要相爱一世，幸福终老	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s014" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s014" , "layer" : "hair_low"}]	129	90	true	
13	1	WHITE	132	0	79	25	35	0	0	0	0	79	FEMALE	0	0	0	0	0	0	118		Female_exp0010	白银●正义	与邪恶死磕到底	EXPRESSION	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_expression_s010" , "layer" : "expression"}]	1	30	true	
130	1	WHITE	139	0	7	12	7	0	0	0	0	7	MALE	0	0	0	0	0	0	10		Male_glass0001	黑铁●阳光	一看就是阳光开朗的类型	GLASSES	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_glasses_s001" , "layer" : "glasses"}]	13	0	true	
1300	1	WHITE	135	0	5	5	9	0	0	0	0	5	FEMALE	0	0	0	0	0	0	7		Female_hair0020	黑铁●活力四射	火热的激情，迸发十足的活力	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s020" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s020" , "layer" : "hair_low"}]	130	0	true	
1301	1	WHITE	135	0	7	8	15	0	0	0	0	7	FEMALE	0	0	0	0	0	0	9		Female_hair0020	青铜●活力四射	火热的激情，迸发十足的活力	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s020" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s020" , "layer" : "hair_low"}]	130	10	true	
1302	1	WHITE	135	0	16	17	30	0	0	0	0	16	FEMALE	0	0	0	0	0	0	23		Female_hair0020	赤钢●活力四射	火热的激情，迸发十足的活力	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s020" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s020" , "layer" : "hair_low"}]	130	20	true	
1303	1	WHITE	135	0	24	25	46	0	0	0	0	24	FEMALE	0	0	0	0	0	0	36		Female_hair0020	白银●活力四射	火热的激情，迸发十足的活力	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s020" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s020" , "layer" : "hair_low"}]	130	30	true	
1304	1	WHITE	135	0	33	34	61	0	0	0	0	33	FEMALE	0	0	0	0	0	0	53		Female_hair0020	黄金●活力四射	火热的激情，迸发十足的活力	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s020" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s020" , "layer" : "hair_low"}]	130	40	true	
1305	1	WHITE	135	0	41	42	76	0	0	0	0	41	FEMALE	0	0	0	0	0	0	69		Female_hair0020	琥珀●活力四射	火热的激情，迸发十足的活力	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s020" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s020" , "layer" : "hair_low"}]	130	50	true	
1306	1	WHITE	135	0	49	51	92	0	0	0	0	49	FEMALE	0	0	0	0	0	0	87		Female_hair0020	翡翠●活力四射	火热的激情，迸发十足的活力	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s020" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s020" , "layer" : "hair_low"}]	130	60	true	
1307	1	WHITE	135	0	57	59	107	0	0	0	0	57	FEMALE	0	0	0	0	0	0	105		Female_hair0020	水晶●活力四射	火热的激情，迸发十足的活力	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s020" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s020" , "layer" : "hair_low"}]	130	70	true	
1308	1	WHITE	135	0	65	68	123	0	0	0	0	65	FEMALE	0	0	0	0	0	0	126		Female_hair0020	钻石●活力四射	火热的激情，迸发十足的活力	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s020" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s020" , "layer" : "hair_low"}]	130	80	true	
1309	1	WHITE	135	0	73	76	138	0	0	0	0	73	FEMALE	0	0	0	0	0	0	148		Female_hair0020	神圣●活力四射	火热的激情，迸发十足的活力	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s020" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s020" , "layer" : "hair_low"}]	130	90	true	
131	1	WHITE	139	0	12	20	11	0	0	0	0	12	MALE	0	0	0	0	0	0	17		Male_glass0001	青铜●阳光	一看就是阳光开朗的类型	GLASSES	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_glasses_s001" , "layer" : "glasses"}]	13	10	true	
1310	1	WHITE	135	0	1	15	3	0	0	0	0	1	FEMALE	0	0	0	0	0	0	1		Female_hair0021	黑铁●任性大小姐	就是很任性啦，爱不爱随便你	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s021" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s021" , "layer" : "hair_low"}]	131	0	true	
1311	1	WHITE	135	0	1	25	5	0	0	0	0	1	FEMALE	0	0	0	0	0	0	1		Female_hair0021	青铜●任性大小姐	就是很任性啦，爱不爱随便你	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s021" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s021" , "layer" : "hair_low"}]	131	10	true	
1312	1	WHITE	135	0	4	51	10	0	0	0	0	4	FEMALE	0	0	0	0	0	0	7		Female_hair0021	赤钢●任性大小姐	就是很任性啦，爱不爱随便你	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s021" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s021" , "layer" : "hair_low"}]	131	20	true	
1313	1	WHITE	135	0	6	76	15	0	0	0	0	6	FEMALE	0	0	0	0	0	0	12		Female_hair0021	白银●任性大小姐	就是很任性啦，爱不爱随便你	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s021" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s021" , "layer" : "hair_low"}]	131	30	true	
1314	1	WHITE	135	0	7	102	20	0	0	0	0	7	FEMALE	0	0	0	0	0	0	15		Female_hair0021	黄金●任性大小姐	就是很任性啦，爱不爱随便你	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s021" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s021" , "layer" : "hair_low"}]	131	40	true	
1315	1	WHITE	135	0	10	128	25	0	0	0	0	10	FEMALE	0	0	0	0	0	0	24		Female_hair0021	琥珀●任性大小姐	就是很任性啦，爱不爱随便你	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s021" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s021" , "layer" : "hair_low"}]	131	50	true	
1316	1	WHITE	135	0	12	153	30	0	0	0	0	12	FEMALE	0	0	0	0	0	0	32		Female_hair0021	翡翠●任性大小姐	就是很任性啦，爱不爱随便你	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s021" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s021" , "layer" : "hair_low"}]	131	60	true	
1317	1	WHITE	135	0	13	179	35	0	0	0	0	13	FEMALE	0	0	0	0	0	0	38		Female_hair0021	水晶●任性大小姐	就是很任性啦，爱不爱随便你	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s021" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s021" , "layer" : "hair_low"}]	131	70	true	
1318	1	WHITE	135	0	16	205	41	0	0	0	0	16	FEMALE	0	0	0	0	0	0	51		Female_hair0021	钻石●任性大小姐	就是很任性啦，爱不爱随便你	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s021" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s021" , "layer" : "hair_low"}]	131	80	true	
1319	1	WHITE	135	0	18	230	46	0	0	0	0	18	FEMALE	0	0	0	0	0	0	61		Female_hair0021	神圣●任性大小姐	就是很任性啦，爱不爱随便你	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s021" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s021" , "layer" : "hair_low"}]	131	90	true	
132	1	WHITE	139	0	24	41	23	0	0	0	0	24	MALE	0	0	0	0	0	0	39		Male_glass0001	赤钢●阳光	一看就是阳光开朗的类型	GLASSES	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "male_glasses_s001" , "layer" : "glasses"}]	13	20	true	
1320	1	WHITE	135	0	4	13	1	0	0	0	0	4	FEMALE	0	0	0	0	0	0	5		Female_hair0022	黑铁●乖乖学生妹	乖巧、听话的小女生	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s022" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s022" , "layer" : "hair_low"}]	132	0	true	
1321	1	WHITE	135	0	6	22	1	0	0	0	0	6	FEMALE	0	0	0	0	0	0	9		Female_hair0022	青铜●乖乖学生妹	乖巧、听话的小女生	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s022" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s022" , "layer" : "hair_low"}]	132	10	true	
1322	1	WHITE	135	0	12	44	3	0	0	0	0	12	FEMALE	0	0	0	0	0	0	20		Female_hair0022	赤钢●乖乖学生妹	乖巧、听话的小女生	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s022" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s022" , "layer" : "hair_low"}]	132	20	true	
1323	1	WHITE	135	0	18	66	5	0	0	0	0	18	FEMALE	0	0	0	0	0	0	34		Female_hair0022	白银●乖乖学生妹	乖巧、听话的小女生	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s022" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s022" , "layer" : "hair_low"}]	132	30	true	
1324	1	WHITE	135	0	24	88	6	0	0	0	0	24	FEMALE	0	0	0	0	0	0	50		Female_hair0022	黄金●乖乖学生妹	乖巧、听话的小女生	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s022" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s022" , "layer" : "hair_low"}]	132	40	true	
1325	1	WHITE	135	0	30	111	8	0	0	0	0	30	FEMALE	0	0	0	0	0	0	68		Female_hair0022	琥珀●乖乖学生妹	乖巧、听话的小女生	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s022" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s022" , "layer" : "hair_low"}]	132	50	true	
1326	1	WHITE	135	0	36	133	10	0	0	0	0	36	FEMALE	0	0	0	0	0	0	89		Female_hair0022	翡翠●乖乖学生妹	乖巧、听话的小女生	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s022" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s022" , "layer" : "hair_low"}]	132	60	true	
1327	1	WHITE	135	0	42	155	11	0	0	0	0	42	FEMALE	0	0	0	0	0	0	113		Female_hair0022	水晶●乖乖学生妹	乖巧、听话的小女生	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s022" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s022" , "layer" : "hair_low"}]	132	70	true	
1328	1	WHITE	135	0	49	177	13	0	0	0	0	49	FEMALE	0	0	0	0	0	0	142		Female_hair0022	钻石●乖乖学生妹	乖巧、听话的小女生	HAIR	[ { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_back_s022" , "layer" : "hair_back"} , { "class" : "com.xinqihd.sns.gameserver.config.equip.WeaponPojo$Avatar" , "id" : "female_hair_low_s022" , "layer" : "hair_low"}]	132	80	true	
